trial_id,current_policy_stockouts,current_policy_cost,optimized_policy_stockouts,optimized_policy_cost
484,70.0,2092.523017541179,46.0,2008.9484308876524
485,68.0,1977.5503117431635,43.0,2091.757038851796
486,75.0,1974.445270355939,58.0,2095.537890784627
487,85.0,2059.8956806902484,65.0,2123.5452460922
488,76.0,1960.8047369742335,45.0,2160.1994136869034
489,81.0,2096.9498064193654,58.0,2087.849000706767
490,78.0,2038.5639816224045,49.0,2049.8892207114677
491,75.0,2038.6944912776312,65.0,2087.9341122087963
492,68.0,1906.7534390165763,48.0,1995.5586860333872
493,59.0,2019.295774408636,58.0,2040.9949163809133
494,75.0,1864.8859990920434,58.0,2084.1365809481977
495,66.0,1974.9320937966122,63.0,2279.691294645304
496,75.0,2056.6531941064454,65.0,2198.495334580564
497,66.0,1908.6157376098731,51.0,2061.395527380037
498,85.0,2008.4460052937136,47.0,2105.9688502135423
499,74.0,1918.2401757809164,50.0,2161.9229628021326
500,61.0,1999.9839465171092,65.0,2263.1582553130784
501,85.0,1964.4420800764856,56.0,1987.2795975911897
